question,answer,answer_numeric,is_integer_like,decimals,answer_type,decade,century,q_len_chars,q_len_words,q_wh_type,outlier_iqr,zscore,outlier_z
"Janis Joplin, Jimi Hendrix and Kurt Cobain all died at what age?",27.0,27.0,True,0,age,,,64,12,what,False,-0.3144165739463918,False
How many metres are in a nautical mile?,1852.0,1852.0,True,0,year,1850.0,19.0,39,8,quantity,False,0.07658302052485574,False
"What is the sum, in degrees, of the angles in a triangle?",180.0,180.0,True,0,medium_int,,,57,12,what,False,-0.28163688191674746,False
How many cards are dealt to each player in a game of contract rummy?,11.0,11.0,True,0,age,,,68,14,quantity,False,-0.31784451559655064,False
What is the title of the 1985 single by British musician Paul Hardcastle which has a strong anti-war message?,19.0,19.0,True,0,age,,,109,19,which,False,-0.3161305447714712,False
The Greek national anthem has a total of how many verses (or stanzas)?,158.0,158.0,True,0,medium_int,,,70,13,quantity,False,-0.2863503016857159,False
In which year were women first allowed to participate in the Olympic Games?,1900.0,1900.0,True,0,year,1900.0,20.0,75,13,which,False,0.0868668454753324,False
In which year was the Sydney Harbour Bridge officially opened?,1932.0,1932.0,True,0,year,1930.0,20.0,62,10,which,False,0.09372272877565016,False
In which year was the Oxford-Cambridge Boat Race declared a draw because it was said that the judge was asleep under a bush as the crews passed the finish line?,1877.0,1877.0,True,0,year,1870.0,19.0,160,30,which,False,0.081939179353229,False
‘The Thought Police’ feature in which 1949 novel?,1984.0,1984.0,True,0,year,1980.0,20.0,49,8,which,False,0.10486353913866653,False
How many medals did Germany win in the 2002 Winter Olympic Games?,36.0,36.0,True,0,age,,,65,12,quantity,False,-0.3124883567681774,False
Which year does Michael J Fox travel back to in the 1985 film ‘Back to the Future’?,1955.0,1955.0,True,0,year,1950.0,20.0,83,17,which,False,0.09865039489775354,False
How many days are in a Leap Year?,366.0,366.0,True,0,medium_int,,,33,8,quantity,False,-0.24178706023365043,False
English actor Joss Ackland was born on 29th February in which year?,1928.0,1928.0,True,0,year,1920.0,20.0,67,12,which,False,0.09286574336311043,False
On January 1st of which year did Spain stop using the peseta as its national currency?,2000.0,2000.0,True,0,year,2000.0,21.0,86,16,which,False,0.1082914807888254,False
"In 1930, Australian cricketer Don Bradman scored a world record how many runs in 415 minutes at Sydney Cricket Ground?",452.0,452.0,True,0,medium_int,,,118,20,quantity,False,-0.22336187386404646,False
"In a rugby union team, what number does the fly half wear on their shirt?",10.0,10.0,True,0,age,,,73,15,what,False,-0.3180587619496856,False
What is the square root of 225?,15.0,15.0,True,0,age,,,31,7,area,False,-0.31698753018401093,False
"The Yom Kippur War, or October War, took place during which year?",1973.0,1973.0,True,0,year,1970.0,20.0,65,12,which,False,0.1025068292541823,False
"How many circles, on which players have to put their hand or foot, are on the mat in a game of ‘Twister’?",24.0,24.0,True,0,age,,,105,22,quantity,False,-0.31505931300579654,False
How many wooden blocks are in a traditional game of ‘Jenga’?,54.0,54.0,True,0,age,,,60,11,quantity,False,-0.30863192241174864,False
How many edges does a cube have?,12.0,12.0,True,0,age,,,32,7,quantity,False,-0.3176302692434157,False
Brazil is made up of how many states?,26.0,26.0,True,0,age,,,37,8,quantity,False,-0.3146308202995267,False
In which year did Oliver Cromwell become Lord Protector?,1653.0,1653.0,True,0,year,1650.0,17.0,56,9,which,False,0.03394799625100465,False
In which year was women’s football officially introduced into the Summer Olympics?,1996.0,1996.0,True,0,year,1990.0,20.0,82,12,which,False,0.10743449537628569,False
"How many pins are on a SCART connector, used to connect video equipment?",21.0,21.0,True,0,age,,,72,13,quantity,False,-0.31570205206520136,False
The diameter of a standard CD measures how many centimetres?,12.0,12.0,True,0,age,,,60,10,quantity,False,-0.3176302692434157,False
What do the interior angles of an octagon add up to in degrees?,1080.0,1080.0,True,0,year,1080.0,11.0,63,13,what,False,-0.08881516409531032,False
In the nursery rhyme ‘Sing a Song of Sixpence’ how many blackbirds were baked in a pie?,24.0,24.0,True,0,age,,,87,17,quantity,False,-0.31505931300579654,False
How many ‘Books’ make up the Old Testament of the Bible?,39.0,39.0,True,0,age,,,56,11,quantity,False,-0.3118456177087726,False
‘Duck and dive’ represents which number in the game of Bingo?,25.0,25.0,True,0,age,,,61,11,which,False,-0.3148450666526616,False
"In poetry, a sonnet consists of how many lines?",14.0,14.0,True,0,age,,,47,9,quantity,False,-0.3172017765371459,False
"In the UK, during which year were women first allowed to vote in a General Election?",1918.0,1918.0,True,0,year,1910.0,20.0,84,16,which,False,0.09072327983176114,False
What is the highest number on a Euromillions lottery ticket?,50.0,50.0,True,0,age,,,60,10,what,False,-0.30948890782428834,False
The term ‘Googol’ is written in number form as number 1 followed by how many zeros?,100.0,100.0,True,0,age,,,83,16,quantity,False,-0.2987765901675419,False
The laws of cricket state that the length of a cricket bat must be no more than how many inches?,38.0,38.0,True,0,age,,,96,20,quantity,False,-0.3120598640619075,False
"In days, what is the average gestation period of a lioness?",110.0,110.0,True,0,age,,,59,11,what,False,-0.29663412663619254,False
How many years make up a vicennial period?,20.0,20.0,True,0,age,,,42,8,age,False,-0.3159162984183363,False
During which year did the pre-decimal halfpenny coin cease to be legal tender in the UK?,1969.0,1969.0,True,0,year,1960.0,20.0,88,16,which,False,0.10164984384164256,False
How many players are on the field in a rugby union team?,15.0,15.0,True,0,age,,,56,12,quantity,False,-0.31698753018401093,False
How many properties are on a standard Monopoly board?,28.0,28.0,True,0,age,,,53,9,quantity,False,-0.31420232759325684,False
How many holes are on a classic cribbage board?,121.0,121.0,True,0,medium_int,,,47,9,quantity,False,-0.2942774167517083,False
The European country of Switzerland is made up of how many cantons?,26.0,26.0,True,0,age,,,67,12,quantity,False,-0.3146308202995267,False
"Not including Sundays, how many days are there in Lent?",40.0,40.0,True,0,age,,,55,10,quantity,False,-0.3116313713556377,False
A pentadecagon has how many sides?,15.0,15.0,True,0,age,,,34,6,quantity,False,-0.31698753018401093,False
How many players in one team are on the field in a game of shinty?,12.0,12.0,True,0,age,,,66,15,quantity,False,-0.3176302692434157,False
In the UK television game show ‘Deal or No Deal’ what is the lowest amount of money shown in the red box in pounds sterling?,1000.0,1000.0,True,0,year,1000.0,11.0,124,25,what,False,-0.10595487234610473,False
How many ounces in an Imperial pound?,16.0,16.0,True,0,age,,,37,7,quantity,False,-0.316773283830876,False
How many steeplechase fences are on the Aintree Grand National race course?,16.0,16.0,True,0,age,,,75,12,quantity,False,-0.316773283830876,False
What is the all-seated capacity of Wembley Stadium in London?,90000.0,90000.0,True,0,large_number,,,61,10,what,True,18.961970556662678,True
A tridecagon has how many sides?,13.0,13.0,True,0,age,,,32,6,quantity,False,-0.31741602289028076,False
How many fluid ounces in one Imperial pint?,20.0,20.0,True,0,age,,,43,8,quantity,False,-0.3159162984183363,False
"In which year was Marie Antoinette, queen of France, executed?",1793.0,1793.0,True,0,year,1790.0,18.0,62,10,which,False,0.06394248568989487,False
What does each angle of a regular octagon measure in degrees?,135.0,135.0,True,0,medium_int,,,61,11,what,False,-0.2912779678078193,False
How many chains are in a furlong?,10.0,10.0,True,0,age,,,33,7,quantity,False,-0.3180587619496856,False
During which year did BBC2 start broadcasting in the UK?,1964.0,1964.0,True,0,year,1960.0,20.0,56,10,which,False,0.10057861207596792,False
An octadecagon has how many sides?,18.0,18.0,True,0,age,,,34,6,quantity,False,-0.3163447911246061,False
What do all the numbers on a standard roulette wheel add up to?,666.0,666.0,True,0,medium_int,,,63,13,what,False,-0.1775131542931714,False
How many Triple Letter squares are on a standard Scrabble board?,12.0,12.0,True,0,age,,,64,11,quantity,False,-0.3176302692434157,False
"How many sheets of paper, of the same size and quality, is in a metric quire?",25.0,25.0,True,0,age,,,77,16,quantity,False,-0.3148450666526616,False
In which year was cigarette advertising banned on British television?,1965.0,1965.0,True,0,year,1960.0,20.0,69,10,which,False,0.10079285842910285,False
In which year did Barbados join The Commonwealth?,1966.0,1966.0,True,0,year,1960.0,20.0,49,8,which,False,0.10100710478223777,False
How many Concorde planes were built?,20.0,20.0,True,0,age,,,36,6,quantity,False,-0.3159162984183363,False
How many teeth does an adult cat normally have?,30.0,30.0,True,0,age,,,47,9,quantity,False,-0.31377383488698696,False
In which year did English monarch Elizabeth I die?,1603.0,1603.0,True,0,year,1600.0,17.0,50,9,which,False,0.02323567859425814,False
The eagle on the Great Seal of the US has how many arrows in its left talon?,13.0,13.0,True,0,age,,,76,17,quantity,False,-0.31741602289028076,False
What does each angle of a regular pentagon measure in degrees?,108.0,108.0,True,0,age,,,62,11,what,False,-0.2970626193424624,False
How many lines make up the London Underground Railway system?,11.0,11.0,True,0,age,,,61,10,quantity,False,-0.31784451559655064,False
How many sheets of identical paper are in a ream?,500.0,500.0,True,0,medium_int,,,49,10,quantity,False,-0.2130780489135698,False
How many fluid ounces in half an Imperial pint?,10.0,10.0,True,0,age,,,47,9,quantity,False,-0.3180587619496856,False
Roman Numerals CD represent which number?,400.0,400.0,True,0,medium_int,,,41,6,which,False,-0.23450268422706283,False
During which year was the inaugural tournament of the FIFA World Cup?,1930.0,1930.0,True,0,year,1930.0,20.0,69,12,which,False,0.0932942360693803,False
In which year did British author Charles Dickens die?,1870.0,1870.0,True,0,year,1870.0,19.0,53,9,which,False,0.08043945488128448,False
In which year was England footballer David Beckham awarded an OBE?,2003.0,2003.0,True,0,year,2000.0,21.0,66,11,which,False,0.1089342198482302,False
In which year was former British Prime Minister Margaret Thatcher born?,1925.0,1925.0,True,0,year,1920.0,20.0,71,11,which,False,0.09222300430370564,False
How many avenues start from the circle of the Arc de Triomphe in Paris?,12.0,12.0,True,0,age,,,71,14,quantity,False,-0.3176302692434157,False
How many states make up Germany?,16.0,16.0,True,0,age,,,32,6,quantity,False,-0.316773283830876,False
In which year was the ‘Storming of the Bastille’ in Paris?,1789.0,1789.0,True,0,year,1780.0,18.0,58,11,which,False,0.06308550027735514,False
During which year did the UK television series ‘Emmerdale Farm’ change its title to ‘Emmerdale’?,1989.0,1989.0,True,0,year,1980.0,20.0,96,15,which,False,0.10593477090434117,False
How many houses are there in a game of Monopoly?,32.0,32.0,True,0,age,,,48,10,quantity,False,-0.31334534218071713,False
How many players in a team are on the field at one time in a game of shinty?,12.0,12.0,True,0,age,,,76,18,quantity,False,-0.3176302692434157,False
In which year in the 21st Century did the US senate pass a resolution apologising for slavery?,2009.0,2009.0,True,0,year,2000.0,21.0,94,17,which,False,0.11021969796703977,False
How many double letter squares are on a standard Scrabble board?,24.0,24.0,True,0,age,,,64,11,quantity,False,-0.31505931300579654,False
Which number shirt does footballer Wayne Rooney wear for Manchester United?,10.0,10.0,True,0,age,,,75,11,which,False,-0.3180587619496856,False
How many hurdles are in a 100 metre women’s hurdle race?,10.0,10.0,True,0,age,,,56,11,quantity,False,-0.3180587619496856,False
"How many gold rings, altogether, did ‘My True Love give to me’ over the Twelve Days of Christmas?",40.0,40.0,True,0,age,,,97,18,quantity,False,-0.3116313713556377,False
‘Stairway to Heaven’ represents which Bingo number?,27.0,27.0,True,0,age,,,51,7,which,False,-0.3144165739463918,False
How many squares are on a chess board?,64.0,64.0,True,0,age,,,38,8,quantity,False,-0.30648945888039936,False
In the novel ‘Jane Eyre’ by Charlotte Bronte in which year was Jane born?,1820.0,1820.0,True,0,year,1820.0,19.0,73,14,which,False,0.06972713722453798,False
In which year did King Richard III of England die?,1485.0,1485.0,True,0,year,1480.0,15.0,50,10,which,False,-0.0020453910756636174,False
In which year was the maximum speed limit of 70 mph introduced in the UK?,1965.0,1965.0,True,0,year,1960.0,20.0,73,15,which,False,0.10079285842910285,False
How many tiles are there in a standard game of Scrabble?,100.0,100.0,True,0,age,,,56,11,quantity,False,-0.2987765901675419,False
A Silver Jubilee is the anniversary of how many years of a significant event?,25.0,25.0,True,0,age,,,77,14,age,False,-0.3148450666526616,False
"British monarchs George V, Edward VIII and George VI all reigned during which year?",1936.0,1936.0,True,0,year,1930.0,20.0,83,14,which,False,0.09457971418818988,False
During which year did British sovereignty of Hong Kong end?,1997.0,1997.0,True,0,year,1990.0,20.0,59,10,which,False,0.10764874172942061,False
What is the boiling point of water in degrees Farenheit?,212.0,212.0,True,0,medium_int,,,56,10,what,False,-0.2747809986164297,False
‘The Best Young Player Award’ was introduced at the FIFA World Cup in which year?,2006.0,2006.0,True,0,year,2000.0,21.0,81,15,which,False,0.10957695890763498,False
How many letters are in the Hebrew alphabet?,22.0,22.0,True,0,age,,,44,8,quantity,False,-0.3154878057120664,False
In which year was the first FA Cup Final played?,1872.0,1872.0,True,0,year,1870.0,19.0,48,10,which,False,0.08086794758755435,False
How many nights are in the novel ‘Arabian Nights’?,1001.0,1001.0,True,0,year,1000.0,11.0,50,9,quantity,False,-0.10574062599296981,False
In which year did Prince Andrew marry Sarah Ferguson?,1986.0,1986.0,True,0,year,1980.0,20.0,53,9,which,False,0.10529203184493638,False
In which year was the Bank of England entirely nationalised?,1946.0,1946.0,True,0,year,1940.0,20.0,60,10,which,False,0.09672217771953917,False
How many ribs does a human have?,24.0,24.0,True,0,age,,,32,7,quantity,False,-0.31505931300579654,False
"Which year saw the first ‘space tourist’ Dennis Tito, who paid a reported 20 million dollars to board the International Space Station?",2001.0,2001.0,True,0,year,2000.0,21.0,134,22,who,False,0.10850572714196033,False
In which year was the Oxford English Dictionary first published in ten volumes?,1928.0,1928.0,True,0,year,1920.0,20.0,79,13,which,False,0.09286574336311043,False
How many stations are on the London Underground Central Line?,49.0,49.0,True,0,age,,,61,10,quantity,False,-0.3097031541774233,False
What number of points come after 15 in a game of tennis?,30.0,30.0,True,0,age,,,56,12,what,False,-0.31377383488698696,False
What is the highest prime number between 1 and 100?,97.0,97.0,True,0,age,,,51,10,what,False,-0.29941932922694664,False
In which year did singer Elvis Presley marry Priscilla Beaulieu?,1967.0,1967.0,True,0,year,1960.0,20.0,64,10,which,False,0.10122135113537271,False
In which year did Japan join the United Nations?,1956.0,1956.0,True,0,year,1950.0,20.0,48,9,which,False,0.09886464125088848,False
In which year did the first car-carrying hovercraft cross the English Channel?,1968.0,1968.0,True,0,year,1960.0,20.0,78,12,which,False,0.10143559748850764,False
"In the board game Monopoly, what is the highest denomination banknote in ‘pounds’ sterling?",500.0,500.0,True,0,medium_int,,,91,14,what,False,-0.2130780489135698,False
In which year was Scotland united with England by the Acts of Union?,1707.0,1707.0,True,0,year,1700.0,18.0,68,13,which,False,0.045517299320290874,False
In which year was the Berlin International Film Festival first held?,1951.0,1951.0,True,0,year,1950.0,20.0,68,11,which,False,0.09779340948521383,False
In which year did British monarch Queen Victoria celebrate her Diamond Jubilee?,1897.0,1897.0,True,0,year,1890.0,19.0,79,12,which,False,0.08622410641592759,False
How many spaces does a standard ‘Connect Four’ game have?,42.0,42.0,True,0,age,,,57,10,quantity,False,-0.3112028786493678,False
In which year was drug testing first introduced in the Summer Olympic Games?,1968.0,1968.0,True,0,year,1960.0,20.0,76,13,which,False,0.10143559748850764,False
"In the board game ‘Operation’, how many Doctor’s points are scored by successfully removing the Funny Bone (humerus)?",200.0,200.0,True,0,medium_int,,,117,18,quantity,False,-0.27735195485404884,False
How many stations are on the Glasgow subway rail system?,15.0,15.0,True,0,age,,,56,10,quantity,False,-0.31698753018401093,False
How old was playwright William Shakespeare when he died?,52.0,52.0,True,0,age,,,56,9,age,False,-0.3090604151180185,False
In which year did colour television begin broadcasting across Australia?,1975.0,1975.0,True,0,year,1970.0,20.0,72,10,which,False,0.10293532196045214,False
In which year did Italy join the Six Nations (then Five Nations) Rugby Union Championship?,2000.0,2000.0,True,0,year,2000.0,21.0,90,15,which,False,0.1082914807888254,False
In which year was the Cannes Film Festival founded?,1946.0,1946.0,True,0,year,1940.0,20.0,51,9,which,False,0.09672217771953917,False
In which year was Ferdinand Marcos first elected as President of the Philippines?,1965.0,1965.0,True,0,year,1960.0,20.0,81,13,which,False,0.10079285842910285,False
Which Boeing airliner made its maiden flight in September 1981?,767.0,767.0,True,0,medium_int,,,63,10,which,False,-0.15587427262654346,False
What is the highest number on a UK National Lottery ticket?,49.0,49.0,True,0,age,,,59,11,what,False,-0.3097031541774233,False
In which year did the British government decriminalise homosexuality?,1967.0,1967.0,True,0,year,1960.0,20.0,69,9,which,False,0.10122135113537271,False
How many stations are on the London Underground Victoria Line?,16.0,16.0,True,0,age,,,62,10,quantity,False,-0.316773283830876,False
How many squares are on a Spear’s Games Snakes and Ladders board?,100.0,100.0,True,0,age,,,65,12,quantity,False,-0.2987765901675419,False
Which year saw the first indoor Wimbledon Men’s Final?,2012.0,2012.0,True,0,year,2010.0,21.0,54,9,which,False,0.11086243702644456,False
"In mathematics, how many degrees are in a straight angle?",180.0,180.0,True,0,medium_int,,,57,10,quantity,False,-0.28163688191674746,False
"In poetry, an alexandrine is a line of verse comprising how many syllables?",12.0,12.0,True,0,age,,,75,13,quantity,False,-0.3176302692434157,False
How many stations are there on the Paris Metro rail system?,303.0,303.0,True,0,medium_int,,,59,11,quantity,False,-0.25528458048115105,False
In which year did golfer Tiger Woods turn professional?,1996.0,1996.0,True,0,year,1990.0,20.0,55,9,which,False,0.10743449537628569,False
During which year where same-sex marriages legalised in New York City?,2011.0,2011.0,True,0,year,2010.0,21.0,70,11,where,False,0.11064819067330964,False
Hexakosioihexekontahexaphobia is the fear of which number?,666.0,666.0,True,0,medium_int,,,58,7,which,False,-0.1775131542931714,False
"In the US television series ‘Cheers’, in which year was the bar established?",1895.0,1895.0,True,0,year,1890.0,19.0,76,13,which,False,0.08579561370965774,False
In which year did Winston Churchill retire as British Prime Minister?,1955.0,1955.0,True,0,year,1950.0,20.0,69,11,which,False,0.09865039489775354,False
Which year saw the first commercial Concorde flight?,1976.0,1976.0,True,0,year,1970.0,20.0,52,8,which,False,0.10314956831358708,False
How many cards are in each suit in a standard deck of cards?,13.0,13.0,True,0,age,,,60,13,quantity,False,-0.31741602289028076,False
"What is the cube root of 1,000?",10.0,10.0,True,0,age,,,31,7,what,False,-0.3180587619496856,False
During which year did the first RHS Chelsea Flower Show take place?,1913.0,1913.0,True,0,year,1910.0,20.0,67,12,which,False,0.08965204806608648,False
In which year was British monarch Queen Victoria born?,1819.0,1819.0,True,0,year,1810.0,19.0,54,9,which,False,0.06951289087140305,False
How many points are there on a compass?,32.0,32.0,True,0,age,,,39,8,quantity,False,-0.31334534218071713,False
During which year was the ‘Red Card’ introduced in the game of football in England?,1976.0,1976.0,True,0,year,1970.0,20.0,83,15,which,False,0.10314956831358708,False
The Chromatic Scale is a musical scale with how many pitches or notes?,12.0,12.0,True,0,age,,,70,13,quantity,False,-0.3176302692434157,False
"During which year did the Channel Tunnel, between England and France, open?",1994.0,1994.0,True,0,year,1990.0,20.0,75,12,which,False,0.10700600267001582,False
"Not including the centre square, how many Double Word squares are there on a standard Scrabble board?",16.0,16.0,True,0,age,,,101,17,quantity,False,-0.316773283830876,False
During which year were escalators installed in the Empire State Building in New York?,1964.0,1964.0,True,0,year,1960.0,20.0,85,14,which,False,0.10057861207596792,False
The International Olympic Committee was founded in which year?,1894.0,1894.0,True,0,year,1890.0,19.0,62,9,which,False,0.0855813673565228,False
"In April 2013, which three digit free-to-call, non-emergency number was introduced by the NHS to replace the telephone triage and advice services provided by NHS Direct?",111.0,111.0,True,0,age,,,169,26,which,False,-0.2964198802830576,False
During which year did Switzerland become a full member of the United Nations?,2002.0,2002.0,True,0,year,2000.0,21.0,77,13,which,False,0.10871997349509527,False
How many apostles are there in the painting ‘The Last Supper’ by Leonardo da Vinci?,12.0,12.0,True,0,age,,,83,15,quantity,False,-0.3176302692434157,False
How many gold medals did Britain win in the 2012 Summer Olympic Games?,29.0,29.0,True,0,age,,,70,13,quantity,False,-0.3139880812401219,False
Thailand is divided into how many provinces?,76.0,76.0,True,0,age,,,44,7,quantity,False,-0.3039185026427802,False
How many countries make up Europe?,48.0,48.0,True,0,age,,,34,6,quantity,False,-0.3099174005305582,False
Which year saw the dissolution of the Soviet Union?,1991.0,1991.0,True,0,year,1990.0,20.0,51,9,which,False,0.10636326361061103,False
How many dresses are in the title of a 2008 film starring Katherine Heigl?,27.0,27.0,True,0,age,,,74,14,quantity,False,-0.3144165739463918,False
During which year did a man last walk on the moon?,1972.0,1972.0,True,0,year,1970.0,20.0,50,11,which,False,0.10229258290104735,False
What is the square root of 900?,30.0,30.0,True,0,age,,,31,7,area,False,-0.31377383488698696,False
Traditionally a ‘coven’ traditionally refers to a meeting of how many witches?,13.0,13.0,True,0,age,,,78,12,quantity,False,-0.31741602289028076,False
Which year in the 1970’s saw three popes?,1978.0,1978.0,True,0,year,1970.0,20.0,41,8,which,False,0.10357806101985693,False
In what year did Princess Diana die?,1997.0,1997.0,True,0,year,1990.0,20.0,36,7,year,False,0.10764874172942061,False
In which year did the world’s first ‘expo’ the Great Exhibition in London take place?,1851.0,1851.0,True,0,year,1850.0,19.0,85,15,which,False,0.07636877417172082,False
In what year in the sixties did it take place?,1969.0,1969.0,True,0,year,1960.0,20.0,46,10,year,False,0.10164984384164256,False
"To within one year, in what year of this century was it badly damaged by fire?",2007.0,2007.0,True,0,year,2000.0,21.0,78,16,year,False,0.10979120526076991,False
In which year did Maggie Thatcher become Prime Minister?,1979.0,1979.0,True,0,year,1970.0,20.0,56,9,which,False,0.10379230737299187,False
"In British Bingo, which number ball has the nickname ‘Dancing Queen’?",17.0,17.0,True,0,age,,,69,11,which,False,-0.31655903747774106,False
"To within a year either way, when did the R101 crash in France, with the loss of 48 lives?",1930.0,1930.0,True,0,year,1930.0,20.0,90,19,when,False,0.0932942360693803,False
"How old was Nelson Mandela, when he passed away on the 5th?",95.0,95.0,True,0,age,,,59,12,age,False,-0.2998478219332165,False
In what year did King Edward VIII’s abdication crisis occur?,1936.0,1936.0,True,0,year,1930.0,20.0,60,10,year,False,0.09457971418818988,False
"WWII, in which year did the Battle of Kursk occur ?",1943.0,1943.0,True,0,year,1940.0,20.0,51,11,which,False,0.09607943866013438,False
Gorbachev became Soviet Premier in which year ?,1985.0,1985.0,True,0,year,1980.0,20.0,47,8,which,False,0.10507778549180145,False
"WWII, in which year did the Battle of Stalingrad take place ?",1943.0,1943.0,True,0,year,1940.0,20.0,61,12,which,False,0.09607943866013438,False
In maths the hexadecimal numeral system has a base of which number?,16.0,16.0,True,0,age,,,67,12,which,False,-0.316773283830876,False
In which year in the 50s was the first televised Queen’s speech?,1957.0,1957.0,True,0,year,1950.0,20.0,64,12,which,False,0.0990788876040234,False
"What is next in this series of Fibonacci numbers – 3, 7, 10, 17, 27, 44, 71 ……?",115.0,115.0,True,0,age,,,79,18,what,False,-0.2955628948705179,False
When women were first given the vote in 1918 how old did they have to be to receive it?,30.0,30.0,True,0,age,,,87,19,age,False,-0.31377383488698696,False
How old was River Phoenix when he died?,23.0,23.0,True,0,age,,,39,8,age,False,-0.3152735593589315,False
Darts. What is the lowest score not possible to score with one dart?,23.0,23.0,True,0,age,,,68,13,what,False,-0.3152735593589315,False
"On Nov. 7th 2013, what landmark did A.P. McCoy reach, in terms of number of winners?",4000.0,4000.0,True,0,other_numeric,,,84,16,what,False,0.5367841870586857,False
"In WW II, in what year did these battles take place: Luzon, Halbe, Trieste and Okinawa?",1945.0,1945.0,True,0,year,1940.0,20.0,87,16,year,False,0.09650793136640425,False
To which year in the 90s did the Queen refer as her annus horribilis?,1992.0,1992.0,True,0,year,1990.0,20.0,69,14,which,False,0.10657750996374596,False
What was the age that no-one wanted to reach in Logan’s Run?,30.0,30.0,True,0,age,,,60,12,what,False,-0.31377383488698696,False
The ‘two-minute hate’ is featured in which novel of the twentieth century?,1984.0,1984.0,True,0,year,1980.0,20.0,74,12,which,False,0.10486353913866653,False
Bingo slang ‘dancing queen’ represents which number?,17.0,17.0,True,0,age,,,52,7,which,False,-0.31655903747774106,False
American films use which fictional area code in telephone numbers?,555.0,555.0,True,0,medium_int,,,66,10,area,False,-0.20129449949114864,False
In which year did Apollo 8 become the first manned mission to orbit the moon?,1968.0,1968.0,True,0,year,1960.0,20.0,77,15,which,False,0.10143559748850764,False
The fall of the Berlin Wall began on November 9th in what year?,1989.0,1989.0,True,0,year,1980.0,20.0,63,13,year,False,0.10593477090434117,False
"In what year did the Suez Crisis, also known as the Tripartite Aggression, take place?",1956.0,1956.0,True,0,year,1950.0,20.0,86,15,year,False,0.09886464125088848,False
"To within two years either way, when did Rupert Bear first appear in the Daily Express?",1920.0,1920.0,True,0,year,1920.0,20.0,87,16,when,False,0.09115177253803099,False
In which year was Hong Kong handed back to the Chinese government?,1997.0,1997.0,True,0,year,1990.0,20.0,66,12,which,False,0.10764874172942061,False
"The Bible, Which psalm begins “The Lord is my shepherd …”?",23.0,23.0,True,0,age,,,58,11,which,False,-0.3152735593589315,False
In which year was the Maastricht treaty signed? (It came into force a year later.),1992.0,1992.0,True,0,year,1990.0,20.0,82,15,which,False,0.10657750996374596,False
In which year did the USSR bring the dogs Belka and Strelka home safe from space?,1960.0,1960.0,True,0,year,1960.0,20.0,81,16,which,False,0.0997216266634282,False
Which number in Pennsylvania Avenue is The White House?,1600.0,1600.0,True,0,year,1600.0,17.0,55,9,which,False,0.02259293953485335,False
"In which year was the TUC formed at a meeting in Manchester? Was it 1868, 1889 or 1901?",1868.0,1868.0,True,0,year,1860.0,19.0,87,18,which,False,0.08001096217501462,False
"In the poetic form, the sonnet, how many lines are there?",14.0,14.0,True,0,age,,,57,11,quantity,False,-0.3172017765371459,False
"Measurement - conversion from imperial to metric - How many metres are equivalent to one furlong, to the nearest unit? (will accept + or - 1)",201.0,201.0,True,0,medium_int,,,141,26,quantity,False,-0.2771377085009139,False
Measurement - conversion from imperial to metric - How many kilograms to the nearest unit are equivalent to 1 hundredweight? (will accept + or - 1),51.0,51.0,True,0,age,,,147,26,quantity,False,-0.30927466147115346,False
In which year did the novelists George Bernard Shaw and George Orwell die? (Will accept plus or minus one year),1950.0,1950.0,True,0,year,1950.0,20.0,111,20,which,False,0.0975791631320789,False
In which year did the novelists Mark Twain and Leo Tolstoy die? (will accept plus or minus one year),1910.0,1910.0,True,0,year,1910.0,20.0,100,19,which,False,0.08900930900668169,False
"It is the Queen's Diamond Jubilee this year, having acceded to the throne on Feb 6th 1952. In which year will she become the longest reigning monarch, breaking the record set by Queen Victoria in 1901?",2015.0,2015.0,True,0,year,2010.0,21.0,201,36,which,False,0.11150517608584935,False
In which year was the battle of the Alamo?,1836.0,1836.0,True,0,year,1830.0,19.0,42,9,which,False,0.07315507887469685,False
In which year did Bjorn Borg become Men's Singles champion at Wimbledon for the first time?,1976.0,1976.0,True,0,year,1970.0,20.0,91,16,which,False,0.10314956831358708,False
In which year did Steve Davis win his first World Professional Snooker championship title?,1981.0,1981.0,True,0,year,1980.0,20.0,90,14,which,False,0.10422080007926172,False
How many carats are there in pure gold?,24.0,24.0,True,0,age,,,39,8,quantity,False,-0.31505931300579654,False
In which year did Shakespeare die?,1616.0,1616.0,True,0,year,1610.0,17.0,34,6,which,False,0.02602088118501223,False
"Name the year - The Manchester Metrolink officially opens, Windsor Castle is badly damaged by fire, Gary Lineker is voted Football Writers Player of the Year and 'Stay' by Shakespeare's Sister reaches number one in the British pop charts.",1992.0,1992.0,True,0,year,1990.0,20.0,238,39,other,False,0.10657750996374596,False
"Which year of the 20th century saw the deaths of Matt Busby, John Curry, Fanny Craddock and Richard Nixon?",1994.0,1994.0,True,0,year,1990.0,20.0,106,19,which,False,0.10700600267001582,False
"Which year of the 20th century saw the deaths of Linda McCartney, Frank Sinatra, Catherine Cookson and Justin Fashanu?",1998.0,1998.0,True,0,year,1990.0,20.0,118,19,which,False,0.10786298808255554,False
In what year was the first Eurovision Song Contest held ?,1956.0,1956.0,True,0,year,1950.0,20.0,57,11,year,False,0.09886464125088848,False
In what year was the first BBC Sports Personality if theYear held ?,1954.0,1954.0,True,0,year,1950.0,20.0,67,13,year,False,0.09843614854461862,False
