question,answer_true,answer_model,confidence_verbalized,prob_all_tokens.n_tokens,prob_all_tokens.logprob_sum,prob_all_tokens.logprob_avg,prob_all_tokens.prob_joint,prob_all_tokens.prob_geo_mean,prob_all_tokens.perplexity,prob_all_tokens.p_min,prob_all_tokens.frac_p_gt_0_1,prob_all_tokens.frac_p_gt_0_01,prob_tokens_only.n_tokens,prob_tokens_only.logprob_sum,prob_tokens_only.logprob_avg,prob_tokens_only.prob_joint,prob_tokens_only.prob_geo_mean,prob_tokens_only.perplexity,prob_tokens_only.p_min,prob_tokens_only.frac_p_gt_0_1,prob_tokens_only.frac_p_gt_0_01,judge_confidence,abs_error,rel_error,log_error,qid,model_answer_raw,parse_error,model,logprobs_k,judge,is_correct,log1p_abs_error
"Name the year; the Profumo Affair, first female astronaut and first limited overs cricket final at Lords.",1963.0,1963.0,0.7,28.0,-3.10366758956773,-0.11084527105599036,0.044884283021971776,0.8950772325700436,1.1172220268955906,0.07240774573666024,0.9642857142857143,1.0,4.0,-0.3349622387712,-0.0837405596928,0.7153650989077185,0.9196698245684561,1.0873467556350866,0.7224577270360136,1.0,1.0,0.6,0.0,0.0,0.0,,,,,,,1,0.0
"Name the year; first nuclear power station opened at Calder Hall, Nasser elected President of Egypt, Devon Loch falls at the end of the Grand National?",1956.0,1956.0,0.95,29.0,-0.06984911873055501,-0.002408590301053621,0.9325345112826982,0.9975943080251385,1.0024114932849044,0.9325851425020936,1.0,1.0,4.0,5.86453835e-06,1.4661345875e-06,1.0,1.0,0.9999985338664873,1.0000008493665606,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the maximum number of characters in a single SMS (text) message?,160.0,160.0,0.99,28.0,-0.39804092989193995,-0.014215747496140713,0.6716345371703927,0.9858848191350187,1.0143172717451574,0.688508992428769,1.0,1.0,3.0,-5.559995000000001e-07,-1.853331666666667e-07,0.9999994440006545,0.9999998146668505,1.000000185333184,0.9999975729763452,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How-many possible moves can be chosen from to start a game of chess?,20.0,20.0,1.0,26.0,-0.10237613680036001,-0.0039375437230907695,0.9026899528944836,0.9960701982374255,1.0039453060331776,0.9154794608666618,1.0,1.0,2.0,4.2701141e-06,2.13505705e-06,1.0,1.0,0.9999978649452292,1.0000013196849709,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the Battle of Quebec (where the Heights of Abraham were scaled)?,1759.0,1759.0,0.98,29.0,-1.221678309884548,-0.04212683827188097,0.2947350947750962,0.9587481668993549,1.0430267660735726,0.29508940522470317,1.0,1.0,4.0,1.58278267e-06,3.956956675e-07,1.0,1.0,0.9999996043044108,0.9999970607503196,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the Battle of Balaclava (including the Charge of the Light Brigade)?,1854.0,1854.0,0.95,29.0,-0.28814715261361995,-0.009936108710814481,0.7496512709783815,0.9901130913301869,1.0099856357383683,0.7497724188746013,1.0,1.0,4.0,1.19248871e-05,2.981221775e-06,1.0,1.0,0.9999970187826689,1.000001487323306,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many 'syllables' should a Japanese Haiku poem contain?,17.0,17.0,0.99,27.0,-0.22978868995999,-0.00851069222074037,0.7947015131706484,0.991525421197616,1.0085470111216595,0.8323691388948158,1.0,1.0,2.0,1.4994293299999999e-06,7.497146649999999e-07,1.0,1.0,0.999999250285616,1.0000006696211543,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the maximum possible score in a game of ten pin bowling?,300.0,300.0,1.0,27.0,-2.48721762777463,-0.09211917139906037,0.08314097418893139,0.9119964591748493,1.0964954851960433,0.09296341038182476,0.9629629629629629,1.0,3.0,5.466863000000003e-07,1.8222876666666677e-07,1.0,1.0,0.9999998177712499,0.9999972451515946,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Concorde commence commercial service?,1976.0,1976.0,0.98,29.0,-0.45895708346276,-0.015826106326302068,0.6319423650955844,0.9842984684507363,1.0159520024185118,0.633044891950208,1.0,1.0,4.0,3.284309e-06,8.2107725e-07,1.0,1.0,0.9999991789230871,0.999998379500013,1.0,1.0,0.2,0.0,0.0,0.0,,,,,,,1,0.0
How many years of marriage are celebrated on your Sapphire anniversary?,45.0,45.0,0.99,27.0,-1.00539472128183,-0.03723684152895666,0.3659001777085791,0.9634479238457858,1.0379388187462273,0.3682238638827423,1.0,1.0,2.0,1.10268594e-06,5.5134297e-07,1.0,1.0,0.999999448657182,1.0000002160668633,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was decimal coinage introduced in the UK?,1971.0,1971.0,0.98,29.0,-1.03157298247661,-0.03557148215436586,0.35644583631115473,0.9650537476434146,1.0362117161266111,0.35985766525668095,1.0,1.0,4.0,9.1186957e-06,2.279673925e-06,1.0,1.0,0.9999977203286734,1.000000749714981,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Which book opens with the line 'It was a bright cold day in April and the clocks were striking thirteen'?,1984.0,1984.0,0.98,29.0,-0.26989506509675,-0.009306726382646551,0.7634596036932948,0.9907364471567515,1.009350168624394,0.7800269801194387,1.0,1.0,4.0,-7.743948399999998e-07,-1.9359870999999994e-07,0.9999992256054598,0.9999998064013087,1.0000001935987288,0.9999935548027704,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did the Relief of Mafeking take place during the Boer War?,1900.0,1900.0,0.95,29.0,-2.27995590316131,-0.07861916907452793,0.10228871722515041,0.924391894440962,1.0817922636640631,0.102535335830811,1.0,1.0,4.0,-1.5879049e-06,-3.96976225e-07,0.9999984120963608,0.9999996030238538,1.0000003969763038,0.9999969955579133,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Sir Francis Drake defeat the Spanish Armada?,1588.0,1588.0,0.99,29.0,-1.39585294064072,-0.0481328600220938,0.2476217396229983,0.9530071621133793,1.0493100574211949,0.24784290031836748,1.0,1.0,4.0,8.5763385e-06,2.144084625e-06,1.0,1.0,0.9999978559176735,0.9999983161702176,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did China resume sovereignty over Hong Kong, Princess Diana die and Tony Blair become Prime Minister?",1997.0,1997.0,0.98,29.0,-2.58087145628593,-0.08899556745813551,0.0757079990551289,0.9148496286747436,1.093075811211298,0.0789389586893907,0.9655172413793104,1.0,4.0,8.69482743e-06,2.1737068575e-06,1.0,1.0,0.999997826295505,1.000000178813946,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did Saigon fall to end the Vietnam War, Margaret Thatcher become leader of the Conservative Party and General Franco die?",1975.0,1975.0,0.95,29.0,-0.16493401989465,-0.0056873799963672415,0.8479496500494771,0.9943287625318482,1.005703583846565,0.848281415790065,1.0,1.0,4.0,1.8943101500000002e-06,4.7357753750000005e-07,1.0,1.0,0.9999995264225746,0.9999978784494505,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
The first space satellite 'Sputnik' was launched in which year?,1957.0,1957.0,0.99,29.0,-0.07765775832312,-0.00267785373528,0.9252810420963623,0.9973257285167381,1.0026814423881747,0.9293450576627197,1.0,1.0,4.0,5.16837469e-06,1.2920936725e-06,1.0,1.0,0.9999987079071623,0.9999999385327119,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
The first commercial Concorde flight from Paris to Rio de Janeiro took place in which year?,1976.0,1976.0,0.9,28.0,-1.8495155406233101,-0.0660541264508325,0.15731335978804373,0.9360801962216737,1.0682845380516834,0.15736135407309965,1.0,1.0,4.0,4.9578957e-06,1.239473925e-06,1.0,1.0,0.9999987605268431,1.0000008130449305,1.0,1.0,0.8,0.0,0.0,0.0,,,,,,,1,0.0
How many days are there in Lent?,40.0,40.0,0.95,27.0,-0.512759173283028,-0.018991080491964,0.5988409911513679,0.9811881139190426,1.0191725580590447,0.6004854305227373,1.0,1.0,2.0,-5.326233819999999e-06,-2.6631169099999997e-06,0.9999946737803643,0.9999973368866361,1.0000026631204562,0.9999945219756045,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""In which year did the slogan """"Not a penny off the pay, not a second on the day"""" become prominent?""",1926.0,1911.0,0.6,28.0,-1.409665705095047,-0.05034520375339453,0.2442249126524764,0.9509011132034434,1.0516340617492284,0.25459465163803546,1.0,1.0,4.0,-0.0329235457152,-0.0082308864288,0.96761253488545,0.9918028945708414,1.0082648533030403,0.9677888322552954,1.0,1.0,0.7,15.0,0.00778816199376947,0.007814574803020058,,,,,,,0,2.772588722239781
"Within one year either way, in what year was the Girl Guides Association formed?",1910.0,1910.0,0.9,28.0,-0.07009475062664,-0.002503383950951429,0.932305479192472,0.9974997469015313,1.0025065200329475,0.9473841903872928,1.0,1.0,4.0,-9.0971592e-06,-2.2742898e-06,0.9999909028821791,0.9999977257127862,1.0000022742923862,0.9999863878816457,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"Within one year either way, in which year did the composer Rachmaninov and the actor Leslie Howard die?",1943.0,1943.0,0.95,29.0,-0.23765525156609,-0.008195008674692758,0.788474469582041,0.9918384788695541,1.0082286796734765,0.7940799103825236,1.0,1.0,4.0,1.04419887e-05,2.610497175e-06,1.0,1.0,0.9999973895062323,1.0000008214268374,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
How many points does it take to win a game of table tennis?,11.0,11.0,0.95,27.0,-1.997263354940148,-0.0739727168496351,0.13570615511178644,0.9286970312763908,1.0767774272149995,0.31921896532274113,1.0,1.0,2.0,-4.905159000000001e-07,-2.4525795000000004e-07,0.9999995094842203,0.99999975474208,1.0000002452579801,0.9999978616856862,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many fluid ounces are there in an American gallon?,128.0,128.0,1.0,27.0,-0.048670165864,-0.0018025987357037036,0.9524952433385873,0.998199024969621,1.0018042243934608,0.9585670268902862,1.0,1.0,3.0,2.6084017e-06,8.694672333333333e-07,1.0,1.0,0.9999991305331446,0.999999113381293,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Elvis Presley die?,1977.0,1977.0,0.99,29.0,-0.00814584920545,-0.00028089135191206895,0.9918872383212345,0.9997191480943702,1.0002809308055818,0.9933030365831608,1.0,1.0,4.0,4.36673866e-06,1.091684665e-06,1.0,1.0,0.9999989083159309,0.999999344349115,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"To within a year, when did Tom Watson win his last Open Championship?",1983.0,1983.0,0.9,28.0,-0.39759425645404,-0.014199794873358571,0.6719346054894076,0.9859005467090927,1.0143010908534038,0.6731012129040504,1.0,1.0,4.0,6.136135199999999e-06,1.5340337999999998e-06,1.0,1.0,0.9999984659673766,0.9999984130275592,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What is the maximum score for one stroke in billiards?,10.0,11.0,0.95,27.0,-0.72790833613297,-0.026959568004924814,0.48291803663718585,0.9734005972568706,1.027326265073279,0.496500891465016,1.0,1.0,2.0,-0.0223801066,-0.0111900533,0.9778684701411056,0.9888723224669126,1.011252896132564,0.9810410894733536,1.0,1.0,0.6,1.0,0.1,0.08701137698962969,,,,,,,0,0.6931471805599453
In which year was HRH Prince Harry born; the first Apple Macintosh went on sale; the UK coal industry strike began?,1984.0,1984.0,0.99,29.0,-1.03873351075959,-0.03581839692274449,0.3539026120999324,0.9648154910365901,1.0364676036923992,0.3546935151510291,1.0,1.0,4.0,6.16745093e-06,1.5418627325e-06,1.0,1.0,0.9999984581384562,0.9999996135012047,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Name the year: The Wall Street Crash; Italy and the Vatican signed the Lateran Treaty; Herbert Hoover inaugurated as 31st president of America,1929.0,1929.0,0.95,29.0,-0.60407669940177,-0.020830231013854138,0.5465788503160106,0.9793852196923719,1.0210486945209396,0.5466069448639522,1.0,1.0,4.0,2.5096815e-06,6.27420375e-07,1.0,1.0,0.9999993725798219,0.9999969229149342,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What cricket score is nicknamed 'Nelson'?,111.0,111.0,0.9,27.0,-1.8744415871415199,-0.06942376248672295,0.1534406261447278,0.9329312550323948,1.0718903398356787,0.16718608591601747,1.0,1.0,3.0,6.6990033399999996e-06,2.233001113333333e-06,1.0,1.0,0.9999977670013798,1.0000007813799452,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many fluid ounces are there in an American pint?,16.0,16.0,1.0,26.0,-0.0800378598807531,-0.0030783792261828116,0.9230813979734159,0.9969263541248851,1.0030831223012586,0.9430428285893565,1.0,1.0,2.0,3.2417011e-06,1.62085055e-06,1.0,1.0,0.9999983791507636,1.0000005848707711,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Apart from 1966 when was the only other year when England reached the semi-final of the FIFA world Cup?,1990.0,1990.0,0.95,29.0,-0.6999000742698399,-0.02413448531964965,0.49663492791979996,0.976154422490466,1.024428079164664,0.4969765684364673,1.0,1.0,4.0,6.3262414e-06,1.58156035e-06,1.0,1.0,0.9999984184409006,1.000000667758523,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did the following events occur; Helen Sharman became the first Briton in space, Tim Berners-Lee established the first website and Robert Maxwell died?",1991.0,1991.0,0.95,29.0,-0.05917011625942,-0.002040348836531724,0.9425464130477783,0.9979617312602075,1.0020424317646115,0.942612979212995,1.0,1.0,4.0,3.3807004999999987e-07,8.451751249999997e-08,1.0,1.0,0.9999999154824911,0.999997792767936,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""The-new Boeing """"Dreamliner"""" aircraft has which numerical designation?""",787.0,787.0,0.99,28.0,-2.10345610912833,-0.07512343246886892,0.12203393598371319,0.92762897972662,1.0780172049979597,0.12369831763994349,1.0,1.0,3.0,4.0181913e-06,1.3393971000000001e-06,1.0,1.0,0.9999986606037969,1.0000008363280497,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"The Lusitania was sunk, with much loss of life, on May 7th of which year?",1915.0,1915.0,0.99,29.0,-0.089238634703103,-0.003077194300107,0.9146272857191816,0.9969275354096175,1.0030819337226151,0.9304189224607754,1.0,1.0,4.0,1.3275072000000001e-05,3.3187680000000003e-06,1.0,1.0,0.9999966812375071,1.0000026579981325,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Michael Phelps has won 22 Olympic medals, more than any other person, how many of these were Gold?",18.0,18.0,0.9,26.0,-0.21139019896347,-0.008130392267825769,0.8094581555178859,0.9919025699788975,1.008163533663669,0.853721534824975,1.0,1.0,2.0,-0.052123107,-0.0260615535,0.9492120050074817,0.9742751177195699,1.0264041252953713,0.965435571547922,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
The airship Hindenburg caught fire and was destroyed on May 6th of which year?,1937.0,1937.0,0.99,29.0,-0.11830800270462,-0.00407958630015931,0.888422373975871,0.9959287239074537,1.0040879191400092,0.8915056536247035,1.0,1.0,4.0,-5.50318503e-06,-1.3757962575e-06,0.9999944968301125,0.9999986242046889,1.000001375797204,0.9999975729763452,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"How long, in feet, is a tennis court?",78.0,78.0,0.99,27.0,-0.36772323715877503,-0.013619379154028706,0.6923087605161227,0.9864729449825071,1.013712545373186,0.6958098082498264,1.0,1.0,2.0,3.55020165e-06,1.775100825e-06,1.0,1.0,0.9999982249007505,1.000000134110459,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did two jumbo jets collide at Tenerife airport, killing 583 people?",1977.0,1977.0,0.99,29.0,-0.23474346096312002,-0.008094602102176553,0.7907736879299435,0.9919380709714742,1.0081274519694865,0.7929165073220601,1.0,1.0,4.0,2.9077637e-06,7.26940925e-07,1.0,1.0,0.9999992730593392,0.9999985191981964,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the fifty pence piece first issued?,1969.0,1969.0,0.95,29.0,-0.92990866724515,-0.03206581611190172,0.3945897476945746,0.9684428408392373,1.0325854638291465,0.39732732173539187,1.0,1.0,4.0,1.099024667e-05,2.7475616675e-06,1.0,1.0,0.999997252442107,1.0000002854504106,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the Panama Canal opened?,1914.0,1914.0,0.99,29.0,-1.78856084927658,-0.061674512044020004,0.16720062349915113,0.9401888571429021,1.0636160941524615,0.16829346634810513,1.0,1.0,4.0,6.86105345e-06,1.7152633625e-06,1.0,1.0,0.9999982847381086,1.0000006128104377,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
Juries in criminal cases in Scotland uniquely consist of how many members?,15.0,15.0,1.0,26.0,-0.0305095150081894,-0.0011734428849303616,0.9699512029296637,0.9988272453299518,1.0011741316384104,0.9817827620585952,1.0,1.0,2.0,6.4428895e-06,3.22144475e-06,1.0,1.0,0.9999967785604389,1.0000022668416693,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year did the First Battle of St Albans, the first battle of the Wars of the Roses, take place?",1455.0,1455.0,0.95,29.0,-0.09738281136992599,-0.00335802797827331,0.9072086498654865,0.9966476038919219,1.0033636724705772,0.9201541119303591,1.0,1.0,4.0,-4.463363700000001e-07,-1.1158409250000002e-07,0.9999995536637296,0.9999998884159137,1.0000001115840986,0.9999976977732501,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year were both the Chernobyl and Challenger Shuttle disasters?,1986.0,1986.0,0.99,29.0,-1.50609164676808,-0.05193419471614069,0.22177506161074612,0.9493913397539493,1.0533064271043033,0.23764117762665374,1.0,1.0,4.0,6.7360234e-06,1.68400585e-06,1.0,1.0,0.999998315995568,1.0000013392427969,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the Russian submarine Kursk sunk and the USS Cole attacked in Aden?,2000.0,2000.0,0.95,29.0,-0.09791842006076,-0.0033764972434744828,0.9067228711334874,0.9966291967129975,1.003382204031469,0.9094299857688133,1.0,1.0,4.0,1.8333085e-06,4.58327125e-07,1.0,1.0,0.99999954167298,0.9999981019664013,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did the Space Shuttle Challenger crash?,1986.0,1986.0,0.98,29.0,-2.54625942730637,-0.08780204921746103,0.07837428308541915,0.9159421702484972,1.0917719835180182,0.09373377460407298,0.9655172413793104,1.0,4.0,-2.52248717e-06,-6.306217925e-07,0.9999974775160114,0.9999993693784064,1.0000006306219913,0.9999979790320421,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year of WWI did allied forces land at Gallipoli?,1915.0,1915.0,0.99,29.0,-1.00850623180084,-0.034776076958649656,0.3647634448519578,0.965821661769392,1.0353878356465862,0.3669139966290758,1.0,1.0,4.0,4.98024751e-06,1.2450618775e-06,1.0,1.0,0.9999987549388976,0.9999999385327119,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the M25 opened by Margaret Thatcher?,1986.0,1986.0,0.95,29.0,-0.554218715447313,-0.01911099018783838,0.5745209502403208,0.9810704670043509,1.0192947740578202,0.5805208506830063,1.0,1.0,4.0,6.49038706e-06,1.622596765e-06,1.0,1.0,0.9999983774045514,1.0000007436613765,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In what year did the Jarrow Crusade take place?,1936.0,1936.0,0.95,29.0,-0.50949982317403,-0.017568959419794136,0.6007960079124588,0.9825844748734416,1.017724201401413,0.6050353759597568,1.0,1.0,4.0,5.91762365e-06,1.4794059125e-06,1.0,1.0,0.9999985205951818,1.0000004991890246,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the first British Census undertaken?,1801.0,1801.0,0.99,29.0,-0.396103196459972,-0.013658730912412827,0.6729372476123006,0.9864341263013203,1.0137524375292504,0.6881078462933196,1.0,1.0,4.0,-3.74857326e-06,-9.37143315e-07,0.9999962514337659,0.9999990628571241,1.0000009371437542,0.9999969266402228,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Britain have a Labour government for the first time?,1924.0,1924.0,0.95,29.0,-0.9508298938488501,-0.03278723771892587,0.38642020260007826,0.9677444372007159,1.0333306620625855,0.38686100912879273,1.0,1.0,4.0,4.40521397e-06,1.1013034925e-06,1.0,1.0,0.9999988986971139,1.000000943430215,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
how many medals did GB win in the 2012 Olympics?,65.0,65.0,0.99,27.0,-0.49785421906024,-0.01843904515037926,0.6078335389884711,0.9817299139672969,1.018610094052112,0.608165761577739,1.0,1.0,2.0,8.139759300000001e-07,4.0698796500000005e-07,1.0,1.0,0.9999995930121178,1.000000349246031,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"""In what year did Enoch Powell make his famous """"rivers of blood"""" speech?""",1968.0,1968.0,0.95,29.0,-0.33433819891908,-0.01152890341100276,0.715811654558022,0.9885372997351276,1.0115956173509524,0.7160932020729414,1.0,1.0,4.0,4.8140062999999995e-06,1.2035015749999999e-06,1.0,1.0,0.9999987964991492,0.9999984093022651,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many points are given to a driver for winning a Formula One Grand Prix?,25.0,25.0,1.0,26.0,-0.06326141074237,-0.0024331311823988463,0.938698055857459,0.9975698264819951,1.0024360936482763,0.9720108714158862,1.0,1.0,2.0,3.5552075e-06,1.77760375e-06,1.0,1.0,0.99999822239783,1.0000016217831151,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
How many points are awarded to the driver for second place in a Formula One Grand Prix?,18.0,18.0,0.95,27.0,-1.51383581148979,-0.056067993018140375,0.22006423202568373,0.9454748480163653,1.0576695954398259,0.4537783572677078,1.0,1.0,2.0,-1.5264377999999998e-06,-7.632188999999999e-07,0.999998473563365,0.9999992367813912,1.0000007632191912,0.999996388337522,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"To within a year either way, in which year did the Mallard reach 126mph - a record for a steam loco?",1938.0,1938.0,0.95,29.0,-0.44955904922322,-0.015502036180111034,0.63790937624908,0.9846175018911175,1.0156228160471836,0.6389061407362564,1.0,1.0,4.0,5.45941292e-06,1.36485323e-06,1.0,1.0,0.9999986351477014,0.9999994039537277,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year did Michael Owen leave Liverpool FC to move to Real Madrid?,2004.0,2004.0,0.95,29.0,-0.29775864022363,-0.010267539318056207,0.7424805230560868,0.9897849919211859,1.0103204313686214,0.745126869850351,1.0,1.0,4.0,1.72108403e-06,4.302710075e-07,1.0,1.0,0.9999995697290851,0.9999968074312963,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the English £1 coin introduced?,1983.0,1983.0,0.99,29.0,-0.74408531389618,-0.02565811427228207,0.4751687314610229,0.9746682578193842,1.025990117126919,0.48747446958385304,1.0,1.0,4.0,4.40170697e-06,1.1004267425e-06,1.0,1.0,0.999998899573863,0.9999988339847798,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"Name the year that Terry Waite was kidnapped in Beirut, and the 'Herald of Free Enterpise' capsized off the coast near Zeebrugge?",1987.0,1987.0,0.95,29.0,-0.043382259988630996,-0.0014959399996079654,0.9575452888473361,0.998505178360897,1.0014970594760026,0.9576941163446087,1.0,1.0,4.0,-1.5832483399999997e-06,-3.9581208499999994e-07,0.9999984167529133,0.9999996041879934,1.0000003958121633,0.9999965690134859,1.0,1.0,0.9,0.0,0.0,0.0,,,,,,,1,0.0
In what year was the Central London Traffic Congestion Charge introduced?,2003.0,2003.0,0.95,29.0,-0.611106612072563,-0.02107264179560562,0.5427499230115546,0.9791478349291058,1.0212962377355448,0.5476250453696787,1.0,1.0,4.0,1.3229437190000002e-06,3.3073592975000004e-07,1.0,1.0,0.999999669264125,0.9999994691462709,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
To the nearest whole number what is the normal body temperature of a human on the Celsius scale?,37.0,37.0,0.99,27.0,-0.13360859748881,-0.004948466573659629,0.87493244835144,0.9950637569162336,1.0049607304551662,0.8833161691585766,1.0,1.0,2.0,6.4002816e-06,3.2001408e-06,1.0,1.0,0.9999967998643204,1.000002736462344,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
What score in cricket is considered unlucky by Australians?,87.0,87.0,0.95,27.0,-0.34116100680394,-0.012635592844590371,0.7109444321001497,0.9874439010887639,1.0127157592420102,0.7125724413054005,1.0,1.0,2.0,-2.1364540700000003e-06,-1.0682270350000001e-06,0.9999978635482122,0.9999989317735356,1.0000010682276055,0.9999972805416978,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
After how many years is a Ruby wedding anniversary celebrated?,40.0,40.0,1.0,26.0,-0.055957825626433,-0.0021522240625551155,0.945579014252052,0.9978500903110047,1.0021545417591988,0.9498390763993994,1.0,1.0,2.0,2.480112e-06,1.240056e-06,1.0,1.0,0.9999987599447688,0.9999990873043165,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
"In which year was the Bhopal disaster at the Union Carbide India Ltd. pesticide plant, the privatisation of British Telecom and the Queen opened the Thames Flood barrier?",1984.0,1984.0,0.98,29.0,-0.67895630841076,-0.02341228649692276,0.5071460202824591,0.9768596546934694,1.0236885055036815,0.50766090709667,1.0,1.0,4.0,6.80855006e-06,1.702137515e-06,1.0,1.0,0.9999982978639337,1.0000007450583375,1.0,1.0,0.8,0.0,0.0,0.0,,,,,,,1,0.0
In what year did the Battle of Evesham take place in Britain?,1265.0,1265.0,0.95,29.0,-0.171742497646661,-0.0059221550912641726,0.8421960127042004,0.9940953463034968,1.0059397257199316,0.8477403424669934,1.0,1.0,4.0,-1.6670675000000006e-07,-4.1676687500000014e-08,0.9999998332932639,0.9999999583233133,1.0000000416766883,0.9999992847445158,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the Palestine Liberation Organisation formed?,1964.0,1964.0,0.95,29.0,-0.37375438452884,-0.012888082225132415,0.6881459103558023,0.9871946134624215,1.0129714915002075,0.6883154797504784,1.0,1.0,4.0,-1.5646212e-07,-3.911553e-08,0.9999998435378923,0.9999999608844707,1.0000000391155308,0.9999980758894511,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Finland become a member of the EU?,1995.0,1995.0,0.99,29.0,-0.47929018125444,-0.01652724762946345,0.6192227717787083,0.9836085780234661,1.016664578108369,0.770002944589124,1.0,1.0,4.0,1.07064843e-05,2.676621075e-06,1.0,1.0,0.9999973233825071,1.0000007096680519,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In which year was the Black Panther Party founded?,1966.0,1966.0,0.99,29.0,-2.6415934682506403,-0.09108942993967725,0.071247648189085,0.9129360634313743,1.0953669594794908,0.07130567938254535,0.9655172413793104,1.0,4.0,3.8556753999999974e-07,9.639188499999993e-08,1.0,1.0,0.9999999036081196,0.9999967999807201,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
In what year did Cyprus become a member of the EU?,2004.0,2004.0,0.99,29.0,-0.4965675940509,-0.017123020484513793,0.6086160961420979,0.9830227452616418,1.0172704597326885,0.7135791258756877,1.0,1.0,4.0,7.3375413e-06,1.834385325e-06,1.0,1.0,0.9999981656163575,1.000000627711597,1.0,1.0,0.95,0.0,0.0,0.0,,,,,,,1,0.0
